Name,Latitude,Longitude,Cuisine,Area,Rating,Reviews,Price,Address,GoogleMapsURL
Laliart Coffee ลิลู ละเลียด,13.7790837,100.5346713,Cafe,พญาไท,4.6,430,฿฿,"18 ซอย อารีย์สัมพันธ์ 10 Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJL_3ZYB2c4jARvwH6afHY-88
คัทซึเตะ มัทฉะ สาขาบรรทัดทอง,13.7478685,100.52375699999999,Matcha Cafe,Pathumwan,5.0,323,฿,"1194 Banthat Thong Rd, Khwaeng Rong Muang, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJY3TRKeyZ4jARd4qUhsIbbA4
Such A Small World,13.7320603,100.5149988,Cafe,สัมพันธวงศ์,4.6,426,฿฿,"951 ชั้น 3 ถ. เจริญกรุง Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJNZrc_caZ4jARezqtUe51-Rw
Hoshi Cafe,13.724942299999999,100.58560059999999,Cafe,Watthana,4.8,368,฿฿,"No, 8 Soi Ekkamai 4, แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJES2mStef4jARciNluhQT6OQ
La Cabra Bangkok,13.7348473,100.51414749999999,Cafe,สัมพันธวงศ์,4.4,486,฿฿,"813 ถ. เจริญกรุง Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJnbwQRtGZ4jARKDm6zCQ-N_s
Tiny Cup Cafe,13.7374707,100.58363059999999,Cafe,Watthana,4.4,486,฿฿,"411 2 Soi Thong Lo, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJEYK-S1Ke4jARoB8EQyagLWc
มัตสึคาเนะ,13.787334999999999,100.394972,Matcha Cafe,Thawi Watthana,4.9,337,฿,"222/3 Thanon PhutthaMonthon Sai 2, Khwaeng Sala Thammasop, Khet Thawi Watthana, Krung Thep Maha Nakhon 10170, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJkZ2qcw2R4jARngQhOl3NBS0
Poet House Cafe,13.782901899999999,100.5413215,Cafe,พญาไท,4.3,516,฿฿,"Soi Ari 5, แขวง พญาไท Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJBwww1hyc4jAR6Y-Pg-V_MHQ
Ksana Matcha - One City Centre,13.7428305,100.5465342,Matcha Cafe,Pathumwan,4.4,467,฿฿,"Unit R2-02, 2nd Floor, One City Centre, 548 ถนน เพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJR1ZVW8af4jARpvHtD4-ehDE
House of Matcha,13.7485073,100.5281016,Matcha Cafe,Pathumwan,5.0,304,฿,"Soi Kasem San 2, Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJOyoWD3OZ4jARUNI34bkMdDk
